FOODON_03301165	albacore (canned)
FOODON_03301166	skipjack tuna (canned)
FOODON_03301167	yellowfin tuna (canned)
FOODON_03301168	grape leaf (raw)
FOODON_03301169	shrimp (frozen)
FOODON_03301170	fish (kippered)
FOODON_03301171	fish (hot process, smoked)
FOODON_03301173	bay leaf (dried)
FOODON_03301174	capsicum pepper (whole, raw)
FOODON_03301175	cinnamon (food product)
FOODON_03301176	clove (whole)
FOODON_03301177	spice seed (whole)
FOODON_03301178	pork liver (raw)
FOODON_03301179	chicken liver (raw)
FOODON_03301182	hollandaise sauce (food product)
FOODON_03301183	hops (dried)
FOODON_03301184	spice (leafy)
FOODON_03301185	mace (dried)
FOODON_03301186	mustard (prepared)
FOODON_03301187	nutmeg (whole)
FOODON_03301188	artichoke heart (food product)
FOODON_03301189	seasonings (food product)
FOODON_03301191	jerusalem artichoke flour (food product)
FOODON_03301192	basil (food product)
FOODON_03301193	fish (raw)
FOODON_03301195	kelp (food product)
FOODON_03301196	acidophilus lowfat milk (food product)
FOODON_03301198	food (artificially colored)
FOODON_03301199	horseradish root (raw)
FOODON_03301200	apricot (canned)
FOODON_03301201	marjoram (dried)
FOODON_03301203	oregano (crushed)
FOODON_03301205	parsley leaf (raw)
FOODON_03301206	century plant juice (food product)
FOODON_03301207	bark tea (food product)
FOODON_03301208	artichoke heart (quartered)
FOODON_03301209	rosemary (whole leaf, dry)
FOODON_03301211	sage (dried)
FOODON_03301212	savory (dried)
FOODON_03301213	star anise seed (food product)
FOODON_03301214	tarragon (dried)
FOODON_03301215	thyme (dried)
FOODON_03301217	tomato sauce (food product)
FOODON_03301219	cardamom (whole, dried)
FOODON_03301220	multer berry (food product)
FOODON_03301221	chervil (food product)
FOODON_03301223	paprika (ground)
FOODON_03301224	cinnamon (whole)
FOODON_03301225	mustard seed (ground)
FOODON_03301227	broad bean (raw)
FOODON_03301228	wine vinegar (food product)
FOODON_03301229	malt vinegar (food product)
FOODON_03301230	sugar vinegar (food product)
FOODON_03301231	glucose vinegar (food product)
FOODON_03301232	white bean (raw)
FOODON_03301233	spirit vinegar and cider mixture (food product)
FOODON_03301234	vinegar made from dried apple cores and skins (food product)
FOODON_03301235	drupelet berry (canned)
FOODON_03301236	blackberry (raw)
FOODON_03301238	dewberry (raw)
FOODON_03301239	cherry (brined)
FOODON_03301240	cherry (raw)
FOODON_03301241	cherry (canned)
FOODON_03301242	cherry (frozen)
FOODON_03301244	cranberry sauce (food product)
FOODON_03301246	date (whole)
FOODON_03301247	date (pitted)
FOODON_03301248	date (chopped, sliced or macerated)
FOODON_03301250	fig paste (food product)
FOODON_03301252	cherry jam (food product)
FOODON_03301253	black currant jam (food product)
FOODON_03301255	loganberry (canned)
FOODON_03301256	maraschino cherry (food product)
FOODON_03301257	drupelet berry (frozen)
FOODON_03301258	water (bottled)
FOODON_03301259	cloudberry (canned)
FOODON_03301260	olive (raw)
FOODON_03301261	olive (whole, pitted)
FOODON_03301262	olive (salad, pitted)
FOODON_03301263	olive (salad, pitted, broken)
FOODON_03301264	olive (salad, pitted, halved)
FOODON_03301265	olive (salad, pitted, quartered)
FOODON_03301266	olive (salad, pitted, sliced, chipped, or minced)
FOODON_03301267	olive (salt-cured)
FOODON_03301268	black olive (raw)
FOODON_03301269	olive (green)
FOODON_03301270	olive (stuffed with minced pimiento)
FOODON_03301271	peach (canned)
FOODON_03301272	peach (frozen)
FOODON_03301273	peach (clingstone, canned)
FOODON_03301274	peach (freestone, canned)
FOODON_03301275	mung bean (raw)
FOODON_03301276	pineapple juice (food product)
FOODON_03301277	wheat (polished)
FOODON_03301279	plum (canned)
FOODON_03301281	prune (dehydrated)
FOODON_03301282	prune (pitted)
FOODON_03301283	raisin (food product)
FOODON_03301285	strawberry (whole, frozen)
FOODON_03301286	strawberry (sliced, frozen)
FOODON_03301287	apricot nectar (food product)
FOODON_03301288	peach nectar (food product)
FOODON_03301289	pear nectar (food product)
FOODON_03301290	apricot puree (food product)
FOODON_03301291	peach puree (food product)
FOODON_03301292	pear puree (food product)
FOODON_03301293	fodder (food product)
FOODON_03301294	pear juice (food product)
FOODON_03301295	pear jam (food product)
FOODON_03301296	fruit juice (food product)
FOODON_03301297	red meat (raw)
FOODON_03301298	jordan almond (food product)
FOODON_03301299	peanut (raw)
FOODON_03301300	peas (raw)
FOODON_03301302	pickled food (food product)
FOODON_03301303	mushroom (raw)
FOODON_03301304	batter (food product)
FOODON_03301305	fructose product
FOODON_03301308	tonka bean (raw)
FOODON_03301309	tonka bean extract (food product)
FOODON_03301310	onion ring (breaded, frozen)
FOODON_03301312	oat flour (food product)
FOODON_03301313	meat tenderizer (food product)
FOODON_03301314	shortening (food product)
FOODON_03301316	coffee (decaffeinated)
FOODON_03301317	chocolate syrup (food product)
FOODON_03301318	fish (smoked)
FOODON_03301320	peanut meal (food product)
FOODON_03301322	water buffalo meat (raw)
FOODON_03301323	reishi mushroom extract (food product)
FOODON_03301324	shiitake mushroom extract (food product)
FOODON_03301325	beverage (carbonated, artificially sweetened)
FOODON_03301326	cabbage (raw)
FOODON_03301328	mineral water (food product)
FOODON_03301329	white chocolate (food product)
FOODON_03301332	cocoa butter (food product)
FOODON_03301333	herb jelly (food product)
FOODON_03301335	olive oil (extracted from pomace and pits, refined)
FOODON_03301336	infant cereal (food product)
FOODON_03301337	citrus fruit (raw)
FOODON_03301338	wine beverage (less than 7% alcohol)
FOODON_03301339	rice stick (food product)
FOODON_03301340	rice sheet (food product)
FOODON_03301342	alfalfa (food product)
FOODON_03301343	cellulose (food product)
FOODON_03301344	arak (food product)
FOODON_03301345	gefilte fish (food product)
FOODON_03301348	cane sugar (food product)
FOODON_03301349	molasses (food product)
FOODON_03301350	peanut product
FOODON_03301352	peanut (shelled)
FOODON_03301353	peanut (in shell)
FOODON_03301354	tree nut (food product)
FOODON_03301355	almond (whole)
FOODON_03301357	cashew nut (food product)
FOODON_03301358	chestnut (unripe)
FOODON_03301359	chestnut (baked)
FOODON_03301360	akee (raw)
FOODON_03301362	polish sausage (pickled)
FOODON_03301363	mushroom (pickled, canned)
FOODON_03301364	walnut (whole)
FOODON_03301366	asparagus (frozen)
FOODON_03301367	nuts (mixed)
FOODON_03301369	globe artichoke (raw)
FOODON_03301370	jerusalem artichoke (raw)
FOODON_03301371	asparagus (canned)
FOODON_03301372	peas (dried)
FOODON_03301375	spinach (canned)
FOODON_03301376	spinach (frozen)
FOODON_03301377	wax bean (cut, canned)
FOODON_03301378	peas and carrots (canned)
FOODON_03301380	beet (canned)
FOODON_03301381	pimiento (canned)
FOODON_03301382	pepper (sweet red, canned)
FOODON_03301383	blackeyed peas (dried)
FOODON_03301384	broccoli (frozen)
FOODON_03301385	brussels sprout (frozen)
FOODON_03301386	sweet corn (canned)
FOODON_03301387	corn on the cob (canned)
FOODON_03301388	corn husk (food product)
FOODON_03301390	greens (canned)
FOODON_03301391	mushroom (canned)
FOODON_03301393	mushroom mycelium (food product)
FOODON_03301394	cauliflower (pickled, canned)
FOODON_03301395	beet (pickled, canned)
FOODON_03301396	pumpkin (canned)
FOODON_03301397	sauerkraut (food product)
FOODON_03301398	squash seed (food product)
FOODON_03301399	sweet potato (yellow, raw)
FOODON_03301400	pickled relish (canned)
FOODON_03301402	ginseng (food product)
FOODON_03301403	bean (raw)
FOODON_03301404	pickle (food product)
FOODON_03301405	herring (pickled)
FOODON_03301406	vegetable (pickled)
FOODON_03301407	quail egg (pickled)
FOODON_03301409	black currant jelly (food product)
FOODON_03301410	grain byproduct
FOODON_03301412	prune butter (food product)
FOODON_03301413	reduced calorie food (food product)
FOODON_03301415	soybean (food product)
FOODON_03301416	blackberry (canned)
FOODON_03301418	algae (blue-green)
FOODON_03301419	apple juice (food product)
FOODON_03301420	apple juice (reconstituted)
FOODON_03301421	lentil (dried)
FOODON_03301422	corn (sweet, raw)
FOODON_03301424	bee pollen (food product)
FOODON_03301425	ice cream (food product)
FOODON_03301426	whey (spray-dried)
FOODON_03301431	chicken bouillon cube (food product)
FOODON_03301432	beef bouillon cube (food product)
FOODON_03301433	chicken-flavored bouillon cube (food product)
FOODON_03301434	beef-flavored bouillon cube (food product)
FOODON_03301435	vegetable protein bouillon cube (food product)
FOODON_03301436	almond dragee (food product)
FOODON_03301437	fowl ova (raw)
FOODON_03301438	egg (whole, dried)
FOODON_03301439	egg yolk (raw)
FOODON_03301440	mayonnaise (food product)
FOODON_03301441	lemon (raw)
FOODON_03301442	dairy product analog (not further specified)
FOODON_03301443	lima bean (fresh, frozen)
FOODON_03301444	vegetable juice (food product)
FOODON_03301446	mung bean sprout (raw)
FOODON_03301447	egg (whole, frozen)
FOODON_03301449	potato (raw)
FOODON_03301450	sweet potato (red, raw)
FOODON_03301451	sweet potato (syrup-packed)
FOODON_03301452	tomato (canned)
FOODON_03301453	tomato (food product)
FOODON_03301454	tomato juice (food product)
FOODON_03301455	tomato paste (food product)
FOODON_03301457	tomato puree (food product)
FOODON_03301458	tomato (canned with tomato juice)
FOODON_03301459	tomato powder (food product)
FOODON_03301460	tomato catsup (food product)
FOODON_03301461	tomato powder (spray-dried)
FOODON_03301465	antipasto (food product)
FOODON_03301466	pork and beans (canned)
FOODON_03301467	bean product
FOODON_03301468	bouillon (food product)
FOODON_03301469	bouillon cube (food product)
FOODON_03301470	bouillon (granulated)
FOODON_03301472	starch (thin boiling)
FOODON_03301474	corn oil (food product)
FOODON_03301475	corn sugar (food product)
FOODON_03301476	corn dextrin (food product)
FOODON_03301477	coffee bean (food product)
FOODON_03301479	prawn (frozen)
FOODON_03301481	shrimp (cooked)
FOODON_03301482	oregano (ground)
FOODON_03301483	lowfat milk (food product)
FOODON_03301484	skim milk (food product)
FOODON_03301486	cream (light)
FOODON_03301487	marjoram (crushed)
FOODON_03301488	marjoram (ground)
FOODON_03301489	thyme (ground)
FOODON_03301491	sour cream (acidified)
FOODON_03301492	half and half (sour)
FOODON_03301494	sour cream dressing (food product)
FOODON_03301496	milk (vitamin d added)
FOODON_03301497	milk (fortified)
FOODON_03301498	milk (homogenized)
FOODON_03301499	milk (flavored)
FOODON_03301501	buttermilk (cultured)
FOODON_03301502	yogurt (food product)
FOODON_03301503	milk (concentrated)
FOODON_03301504	sage (ground)
FOODON_03301505	evaporated milk (food product)
FOODON_03301506	milk (ultrahigh temperature)
FOODON_03301507	fruit butter (food product)
FOODON_03301508	nonfat milk (vitamins a, d and dehydrated milk products added)
FOODON_03301509	egg product (unpasteurized, not further specified)
FOODON_03301511	chili con carne (food product)
FOODON_03301513	chop suey (food product)
FOODON_03301514	cheese (unpasteurized)
FOODON_03301515	pasta filata cheese (food product)
FOODON_03301517	hominy feed (food product)
FOODON_03301518	sweet potato (canned)
FOODON_03301520	fruit (waxed)
FOODON_03301521	vegetable (waxed)
FOODON_03301524	agar (food product)
FOODON_03301526	pepper (ground)
FOODON_03301527	layer cake (food product)
FOODON_03301528	nutmeg (ground)
FOODON_03301530	iced tea (food product)
FOODON_03301531	tangerine (canned)
FOODON_03301533	cranberry juice cocktail (food product)
FOODON_03301534	cranberry apple drink (food product)
FOODON_03301535	apple juice concentrate (food product)
FOODON_03301537	farfel (food product)
FOODON_03301538	apricot paste (food product)
FOODON_03301539	apricot kernel (food product)
FOODON_03301540	fruit filling (food product)
FOODON_03301542	herb (dried)
FOODON_03301544	scallop (shucked, raw)
FOODON_03301545	cucumber (raw)
FOODON_03301548	spice (ground)
FOODON_03301552	turnip greens (raw)
FOODON_03301554	allspice (ground)
FOODON_03301556	cinnamon (ground)
FOODON_03301557	oregano leaf (whole)
FOODON_03301558	marjoram leaf (whole)
FOODON_03301560	sage leaf (whole)
FOODON_03301561	root vegetable (raw)
FOODON_03301562	thyme leaf (whole)
FOODON_03301563	pizza crust dough (food product)
FOODON_03301564	champagne (food product)
FOODON_03301565	chocolate mousse ball (food product)
FOODON_03301567	wine cooler (food product)
FOODON_03301568	alfalfa meal (food product)
FOODON_03301569	alfalfa flour (food product)
FOODON_03301570	carrot (raw)
FOODON_03301571	alfalfa sprout (raw)
FOODON_03301575	pome fruit (raw)
FOODON_03301576	cottonseed flour (food product)
FOODON_03301577	squash (food product)
FOODON_03301578	vegetable (leafy, raw)
FOODON_03301579	mustard green (raw)
FOODON_03301580	plum (raw)
FOODON_03301581	cottonseed oil (food product)
FOODON_03301582	grain product (uncooked, not further specified)
FOODON_03301583	grain product (cooked, not further specified)
FOODON_03301585	cookie (food product)
FOODON_03301586	grape drink (canned)
FOODON_03301587	citrus vinegar (food product)
FOODON_03301589	sugar beet pulp (food product)
FOODON_03301591	grapefruit juice concentrate (food product)
FOODON_03301592	smoked tuna (frozen)
FOODON_03301593	melon (raw)
FOODON_03301594	alfalfa seed (raw, dry)
FOODON_03301595	wheat germ (food product)
FOODON_03301600	pear brandy (food product)
FOODON_03301602	coffee extender (food product)
FOODON_03301603	flaxseed (processed)
FOODON_03301604	corn (detreated for animal feed)
FOODON_03301605	cottage cheese (food product)
FOODON_03301606	creme de menthe liqueur (food product)
FOODON_03301607	konjacu tuber (raw)
FOODON_03301608	konjacu flour (food product)
FOODON_03301609	konjacu powder (food product)
FOODON_03301610	sandwich (packaged with nitrogen)
FOODON_03301611	pear (canned)
FOODON_03301612	pudding (canned)
FOODON_03301613	lettuce (raw)
FOODON_03301614	rum (food product)
FOODON_03301615	sardine (canned)
FOODON_03301617	lemon drink (food product)
FOODON_03301619	beer (food product)
FOODON_03301620	fish meal (food product)
FOODON_03301622	cottonseed meal (ammoniated)
FOODON_03301623	orange juice from concentrate (food product)
FOODON_03301624	low acid food (canned)
FOODON_03301625	acidified food (food product)
FOODON_03301626	guarana seed paste (food product)
FOODON_03301627	turtle meat (raw)
FOODON_03301628	animal waste (recycled for animal feed)
FOODON_03301629	ice cream (vanilla-flavored)
FOODON_03301630	lemonade (food product)
FOODON_03301631	herbal tea (dry)
FOODON_03301632	brandy (food product)
FOODON_03301633	mescal (food product)
FOODON_03301634	agave worm (preserved in alcohol)
FOODON_03301635	fruitcake (food product)
FOODON_03301637	alcoholic beverage (powdered)
FOODON_03301638	cream liqueur (food product)
FOODON_03301639	low alcoholic beverage (3-5% alcohol)
FOODON_03301640	whiskey sour cocktail sweetened with saccharin (food product)
FOODON_03301641	rice (food product)
FOODON_03301642	pulse (food product)
FOODON_03301644	milk product (dry)
FOODON_03301645	brazilnut in shell (food product)
FOODON_03301647	water (potable)
FOODON_03301648	tea (dry)
FOODON_03301649	grape jelly (artificially sweetened)
FOODON_03301651	whey (dried)
FOODON_03301654	cream (dried)
FOODON_03301656	lowfat milk (dry)
FOODON_03301657	nonfat dry milk (food product)
FOODON_03301658	cockle (raw)
FOODON_03301659	cockle (frozen)
FOODON_03301660	pudding (food product)
FOODON_03301661	soup (canned)
FOODON_03301662	soup (dehydrated)
FOODON_03301663	licorice candy (food product)
FOODON_03301664	cocoa press cake (food product)
FOODON_03301665	herring (canned)
FOODON_03301667	instant beverage (food product)
FOODON_03301668	tuna (canned)
FOODON_03301669	orange-flavored drink (food product)
FOODON_03301670	sake (food product)
FOODON_03301671	cranberry juice (food product)
FOODON_03301672	margarine (food product)
FOODON_03301673	shrimp (not further specified)
FOODON_03301675	rice bean (canned)
FOODON_03301677	crabmeat (frozen)
FOODON_03301678	tomato juice (canned)
FOODON_03301679	youngberry (raw)
FOODON_03301681	waffle mix (chocolate-flavored)
FOODON_03301685	vegetable juice (diluted)
FOODON_03301686	spice (dried)
FOODON_03301687	chocolate-flavored cookie (food product)
FOODON_03301690	poil de carotte cheese (food product)
FOODON_03301691	lingot cheese (food product)
FOODON_03301692	lingot cheese with herbs and garlic (food product)
FOODON_03301694	canola oil (partially hydrogenated)
FOODON_03301695	shrimp (packaged)
FOODON_03301697	pumpkin (raw)
FOODON_03301699	candy (filled)
FOODON_03301701	apricot (raw)
FOODON_03301702	grapefruit (raw)
FOODON_03301703	oyster (raw)
FOODON_03301704	onion (raw)
FOODON_03301705	vinegar (food product)
FOODON_03301706	mussel (raw)
FOODON_03301710	apple (raw)
FOODON_03301711	dairy product (not further specified)
FOODON_03301713	broccoli (raw)
FOODON_03301714	brussels sprout (raw)
FOODON_03301715	pimiento (raw)
FOODON_03301716	spinach (raw)
FOODON_03301717	sweet potato (raw)
FOODON_03301719	peach (raw)
FOODON_03301721	prune (raw)
FOODON_03301722	strawberry (raw)
FOODON_03301723	cranberry (raw)
FOODON_03301724	pear (raw)
FOODON_03301726	bubble gum (food product)
FOODON_03301727	celery (raw)
FOODON_03301728	fudge (food product)
FOODON_03301729	cheesecake (food product)
FOODON_03301731	washed curd cheese (food product)
FOODON_03301732	granular cheese (food product)
FOODON_03301733	samsoe cheese (food product)
FOODON_03301734	cook cheese (food product)
FOODON_03301735	sap sago cheese (food product)
FOODON_03301736	asiago cheese (food product)
FOODON_03301737	gammelost cheese (food product)
FOODON_03301738	hard cheese (food product)
FOODON_03301739	semisoft part skim cheese (food product)
FOODON_03301740	pasteurized process cheese (food product)
FOODON_03301742	cold-pack cheese (food product)
FOODON_03301744	grunt (raw)
FOODON_03301749	animal tissue (rendered)
FOODON_03301750	forage (animal feed) (food product)
FOODON_03301751	shark meat (raw)
FOODON_03301752	food (freeze-dried)
FOODON_03301753	triticale (raw)
FOODON_03301754	wild rice (food product)
FOODON_03301755	distilled vinegar (apple cider-flavored)
FOODON_03301756	apricot (dried)
FOODON_03301757	rhubarb jam (food product)
FOODON_03301758	praline (food product)
FOODON_03301759	tomato juice made from concentrate (food product)
FOODON_03301760	cereal grain (unprocessed)
FOODON_03301761	grass (animal feed) (food product)
FOODON_03301762	cottonseed (food product)
FOODON_03301763	hay for animal feed (food product)
FOODON_03301765	imitation peanut butter (food product)
FOODON_03301766	cottonseed meal (food product)
FOODON_03301768	pepper (canned)
FOODON_03301771	veal (raw)
FOODON_03301772	apple butter (food product)
FOODON_03301773	artichoke (raw)
FOODON_03301774	asparagus spear (raw)
FOODON_03301775	mung bean (dry, raw)
FOODON_03301776	cola carbonated beverage (food product)
FOODON_03301777	butter (unsalted)
FOODON_03301783	cottage cheese (dry)
FOODON_03301788	mozzarella cheese (made with whole milk, natural)
FOODON_03301790	candied citron (food product)
FOODON_03301793	blackeyed peas (raw, frozen)
FOODON_03301794	half and half (food product)
FOODON_03301796	light whipping cream (food product)
FOODON_03301798	cream (medium)
FOODON_03301801	akee (canned)
FOODON_03301802	eggnog (food product)
FOODON_03301804	fig (raw)
FOODON_03301805	salmon (smoked)
FOODON_03301811	jelly (food product)
FOODON_03301813	mango (raw)
FOODON_03301814	citrus marmalade (food product)
FOODON_03301815	buttermilk (dried)
FOODON_03301816	chocolate milk (whole)
FOODON_03301818	malted milk (food product)
FOODON_03301819	chow mein noodle (canned)
FOODON_03301820	noodle (enriched, dry)
FOODON_03301821	brazilnut (raw)
FOODON_03301824	pili nut (raw)
FOODON_03301825	pistachio nut (food product)
FOODON_03301826	olive oil (food product)
FOODON_03301828	okra (raw)
FOODON_03301829	orange juice (frozen concentrate, unsweetened)
FOODON_03301830	papaya (raw)
FOODON_03301831	pineapple (raw)
FOODON_03301832	popcorn (unpopped)
FOODON_03301833	potato chip (food product)
FOODON_03301834	oyster (canned)
FOODON_03301835	oyster (frozen)
FOODON_03301836	shrimp (breaded, raw, frozen)
FOODON_03301837	shrimp (raw)
FOODON_03301839	bean curd (food product)
FOODON_03301840	anise seed (food product)
FOODON_03301842	curry powder (food product)
FOODON_03301844	garlic powder (food product)
FOODON_03301845	onion powder (food product)
FOODON_03301847	cane syrup (food product)
FOODON_03301848	maple syrup (food product)
FOODON_03301849	sorghum syrup (food product)
FOODON_03301852	turnip green (leaf and stem, raw)
FOODON_03301854	distilled vinegar (food product)
FOODON_03301855	boysenberry (unsweetened, canned)
FOODON_03301856	boysenberry (unsweetened, frozen)
FOODON_03301858	loganberry (frozen)
FOODON_03301859	pineapple in light syrup (canned)
FOODON_03301862	celery seed (food product)
FOODON_03301867	saffron (ground)
FOODON_03301869	fruit-flavored beverage (carbonated)
FOODON_03301873	chestnut (dried)
FOODON_03301876	quail egg (raw)
FOODON_03301878	imitation orange juice from frozen concentrate (food product)
FOODON_03301879	sugar cane (raw)
FOODON_03301880	kidney (chopped)
FOODON_03301881	liver (chopped)
FOODON_03301882	ground beef (canned)
FOODON_03301883	fruit salad (canned)
FOODON_03301884	biscuit (food product)
FOODON_03301885	potato (canned)
FOODON_03301886	ground beef (raw)
FOODON_03301888	gluten (food product)
FOODON_03301889	cream cheese (food product)
FOODON_03301900	cotton candy (food product)
FOODON_03301901	anchovy fillet (raw)
FOODON_03301902	beverage (fruit-flavored)
FOODON_03301903	french dressing (food product)
FOODON_03301905	grape beverage (sparkling, less than 3% alcohol)
FOODON_03301906	sandwich (food product)
FOODON_03301907	bread crumbs (food product)
FOODON_03301908	lemon tea (dry)
FOODON_03301909	mint tea (dry)
FOODON_03301910	chamomile tea (steeped)
FOODON_03301911	nonalcoholic beverage (naturally effervescent)
FOODON_03301912	gingerbread (food product)
FOODON_03301913	aloe juice (food product)
FOODON_03301918	anchovy (raw)
FOODON_03301920	apple (canned)
FOODON_03301921	apple juice drink (food product)
FOODON_03301922	apple cookie (food product)
FOODON_03301923	applesauce cookie (food product)
FOODON_03301924	apple (baked)
FOODON_03301925	cod liver (raw)
FOODON_03301926	ice (food product)
FOODON_03301927	bakery product dry mix
FOODON_03301928	poppyseed (food product)
FOODON_03301929	pastry (sweetened)
FOODON_03301930	pie (sweetened)
FOODON_03301931	roll or bun (food product)
FOODON_03301932	icing (food product)
FOODON_03301935	dough (ready-to-bake, commercially prepared)
FOODON_03301936	bakery product (frozen)
FOODON_03301937	petit four (food product)
FOODON_03301938	doughnut (food product)
FOODON_03301940	baking powder (food product)
FOODON_03301941	cereal grain (food product)
FOODON_03301942	food (barbequed)
FOODON_03301943	flour (enriched)
FOODON_03301944	raisin bread (food product)
FOODON_03301945	poultry (previously frozen, cooked)
FOODON_03301946	baked beans (food product)
FOODON_03301947	castor bean oil (food product)
FOODON_03301949	navy bean (raw)
FOODON_03301950	apple (dried)
FOODON_03301951	apple pomace (food product)
FOODON_03301952	apple (frozen)
FOODON_03301953	marzipan candy (food product)
FOODON_03301954	candied apple base (food product)
FOODON_03301955	bacon (raw)
FOODON_03301956	apple (caramel-coated)
FOODON_03301957	apple juice drink (frozen concentrate)
FOODON_03301959	potato (french-fried)
FOODON_03301960	bacon (canned)
FOODON_03301961	bacon puff (food product)
FOODON_03301962	mixed vegetables (pickled)
FOODON_03301963	bacon-flavored seasoning (food product)
FOODON_03301964	banana (dried)
FOODON_03301967	banana pulp (food product)
FOODON_03301968	barley malt flour (food product)
FOODON_03301969	flour (unbleached, enriched)
FOODON_03301970	egg (pasteurized)
FOODON_03301971	miso (food product)
FOODON_03301972	barley miso (food product)
FOODON_03301973	brown rice miso (food product)
FOODON_03301976	crabmeat (canned)
FOODON_03301977	beverage (food product)
FOODON_03302000	peanut brittle (food product)
FOODON_03302001	animal-derived food (food product)
FOODON_03302007	fruit (raw)
FOODON_03302008	vegetable (raw)
FOODON_03302009	buttermint candy (food product)
FOODON_03302010	bakery product mix
FOODON_03302012	frankfurter (food product)
FOODON_03302013	food containing alcohol (food product)
FOODON_03302014	cheese stick (food product)
FOODON_03302015	chicken crackling (food product)
FOODON_03302016	cherry (processed)
FOODON_03302019	cheese spread (food product)
